#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CG11180	CG1785	3231781	3224439	7227.FBpp0085566	7227.FBpp0071193	0	0	0	0	0.918	0	0	0.325	0.942
CG30349	CG1234	3232826	3229452	7227.FBpp0087731	7227.FBpp0081117	0	0	0	0	0.941	0	0	0	0.941
CG13097	CG32409	3228527	3227244	7227.FBpp0079305	7227.FBpp0076738	0	0	0	0	0.936	0.104	0	0	0.941
Nnp-1	pen	3228921	3227340	7227.FBpp0080052	7227.FBpp0076918	0	0	0	0	0.941	0.050	0	0	0.941
NHP2	CG15019	3237470	3234105	7227.FBpp0305289	7227.FBpp0112052	0	0	0	0	0.941	0	0	0	0.941
CG7728	CG1785	3226390	3224439	7227.FBpp0075034	7227.FBpp0071193	0	0	0	0	0.918	0.091	0	0.276	0.941
CG11180	CG5589	3231781	3226341	7227.FBpp0085566	7227.FBpp0074936	0	0	0	0	0.912	0	0	0.353	0.941
CG12325	RpI1	3232662	3232310	7227.FBpp0087322	7227.FBpp0086640	0	0	0	0	0.926	0.049	0	0.231	0.941
CG12909	ppan	3232700	3230664	7227.FBpp0087437	7227.FBpp0083415	0	0	0	0	0.940	0	0	0	0.940
CG12325	CG11417	3232662	3223926	7227.FBpp0087322	7227.FBpp0070205	0	0	0	0	0.901	0.280	0	0.224	0.940
Nop60B	l(2)09851	3233535	3231685	7227.FBpp0099583	7227.FBpp0085379	0	0	0	0	0.940	0	0	0	0.940
Nopp140	CG30349	3237391	3232826	7227.FBpp0305034	7227.FBpp0087731	0	0	0	0	0.899	0.100	0	0.393	0.940
RpI1	CG32409	3232310	3227244	7227.FBpp0086640	7227.FBpp0076738	0	0	0	0	0.833	0	0	0.659	0.940
nclb	CG8545	3232663	3232509	7227.FBpp0087323	7227.FBpp0087045	0	0	0	0	0.891	0	0	0.474	0.940
CG30349	CG12909	3232826	3232700	7227.FBpp0087731	7227.FBpp0087437	0	0	0	0	0.936	0.100	0	0	0.940
CG30349	Mys45A	3232826	3232816	7227.FBpp0087731	7227.FBpp0087709	0	0	0	0	0.940	0	0	0	0.940
Surf6	CG1785	3230594	3224439	7227.FBpp0083263	7227.FBpp0071193	0	0	0	0	0.918	0	0	0.302	0.940
CG5728	CG32409	3230983	3227244	7227.FBpp0084016	7227.FBpp0076738	0	0	0	0	0.940	0.050	0	0	0.940
CG11089	Prat	3235749	3229525	7227.FBpp0292529	7227.FBpp0081261	0.245	0	0.288	0	0.644	0.154	0	0.687	0.940
pen	CG2691	3227340	3225701	7227.FBpp0076918	7227.FBpp0073679	0	0	0	0	0.939	0.057	0	0	0.940
CG30349	nclb	3232826	3232663	7227.FBpp0087731	7227.FBpp0087323	0	0	0	0	0.940	0	0	0	0.940
CG9143	CG5728	3231810	3230983	7227.FBpp0085616	7227.FBpp0084016	0	0	0	0	0.925	0.190	0	0.095	0.940
Dbp45A	CG8939	3232790	3225845	7227.FBpp0087645	7227.FBpp0073943	0	0	0	0	0.888	0.144	0	0.418	0.939
CG5589	CG11583	3226341	3225400	7227.FBpp0074936	7227.FBpp0073098	0	0	0	0	0.936	0	0	0.094	0.939
Mys45A	CG5728	3232816	3230983	7227.FBpp0087709	7227.FBpp0084016	0	0	0	0	0.933	0	0	0.133	0.939
CG13097	CG8939	3228527	3225845	7227.FBpp0079305	7227.FBpp0073943	0	0	0	0	0.928	0.136	0	0.097	0.939
Dbp45A	CG4554	3232790	3224719	7227.FBpp0087645	7227.FBpp0071744	0	0	0	0	0.175	0.128	0.900	0.264	0.939
RIOK2	nop5	3231069	3228392	7227.FBpp0084191	7227.FBpp0078997	0	0	0	0	0.391	0	0.900	0.071	0.938
CG30349	pen	3232826	3227340	7227.FBpp0087731	7227.FBpp0076918	0	0	0	0	0.938	0	0	0	0.938
Aatf	CG12301	3228359	3226533	7227.FBpp0078929	7227.FBpp0075317	0	0	0	0	0.892	0	0	0.452	0.938
Nop56	CG11417	3230765	3223926	7227.FBpp0083625	7227.FBpp0070205	0	0	0	0	0.905	0.338	0	0.095	0.938
ppan	CG9253	3230664	3229393	7227.FBpp0083415	7227.FBpp0080997	0	0	0	0	0.930	0.144	0	0.046	0.938
mod	CG9253	3231626	3229393	7227.FBpp0085233	7227.FBpp0080997	0	0	0	0	0.938	0	0	0	0.938
CG5033	Mys45A	3233132	3232816	7227.FBpp0088519	7227.FBpp0087709	0	0	0	0	0.934	0.046	0	0.097	0.938
CG7006	CG13773	3231013	3228394	7227.FBpp0084082	7227.FBpp0079000	0	0	0	0	0.937	0	0	0	0.937
nclb	CG9253	3232663	3229393	7227.FBpp0087323	7227.FBpp0080997	0	0	0	0	0.907	0.150	0	0.263	0.937
CG8939	Nmd3	3225845	3224020	7227.FBpp0073943	7227.FBpp0070409	0	0	0	0	0.904	0	0	0.372	0.937
CG12325	CG1234	3232662	3229452	7227.FBpp0087322	7227.FBpp0081117	0	0	0	0	0.912	0.053	0	0.303	0.937
CG1234	CG9253	3229452	3229393	7227.FBpp0081117	7227.FBpp0080997	0	0	0	0	0.821	0.654	0	0.058	0.936
CG30349	CG1542	3232826	3231566	7227.FBpp0087731	7227.FBpp0085119	0	0	0	0	0.936	0.047	0	0	0.936
CG30349	CG1785	3232826	3224439	7227.FBpp0087731	7227.FBpp0071193	0	0	0	0	0.926	0	0	0.163	0.936
CG8939	CG11417	3225845	3223926	7227.FBpp0073943	7227.FBpp0070205	0	0	0	0	0.936	0	0	0	0.936
Mys45A	CG1785	3232816	3224439	7227.FBpp0087709	7227.FBpp0071193	0	0	0	0	0.925	0.046	0	0.168	0.936
CG8545	Nmd3	3232509	3224020	7227.FBpp0087045	7227.FBpp0070409	0	0	0	0	0.881	0	0	0.491	0.936
CG30349	ppan	3232826	3230664	7227.FBpp0087731	7227.FBpp0083415	0	0	0	0	0.935	0	0	0	0.935
CG9253	CG11417	3229393	3223926	7227.FBpp0080997	7227.FBpp0070205	0	0	0	0	0.834	0.613	0	0.070	0.935
CG9143	ppan	3231810	3230664	7227.FBpp0085616	7227.FBpp0083415	0	0	0	0	0.905	0.338	0	0.046	0.935
CG13096	Nmd3	3228528	3224020	7227.FBpp0079306	7227.FBpp0070409	0	0	0	0	0.885	0	0	0.457	0.935
Nopp140	CG8939	3237391	3225845	7227.FBpp0305034	7227.FBpp0073943	0	0	0	0	0.935	0	0	0	0.935
CG12325	CG32344	3232662	3225102	7227.FBpp0087322	7227.FBpp0072475	0	0	0	0	0.925	0.164	0	0.048	0.935
l(2)09851	CG7338	3231685	3227894	7227.FBpp0085379	7227.FBpp0077998	0	0	0	0	0.919	0	0	0.217	0.934
NHP2	pen	3237470	3227340	7227.FBpp0305289	7227.FBpp0076918	0	0	0	0	0.912	0.276	0	0	0.934
Mys45A	CG7728	3232816	3226390	7227.FBpp0087709	7227.FBpp0075034	0	0	0	0	0.934	0	0	0	0.934
Nop56	CG13773	3230765	3228394	7227.FBpp0083625	7227.FBpp0079000	0	0	0	0	0.932	0	0	0.069	0.934
Mys45A	CG13097	3232816	3228527	7227.FBpp0087709	7227.FBpp0079305	0	0	0	0	0.934	0	0	0	0.934
Mys45A	nop5	3232816	3228392	7227.FBpp0087709	7227.FBpp0078997	0	0	0	0	0.932	0.066	0	0	0.934
Nop60B	Nnp-1	3233535	3228921	7227.FBpp0099583	7227.FBpp0080052	0	0	0	0	0.933	0.050	0	0	0.934
Mys45A	pit	3232816	3230741	7227.FBpp0087709	7227.FBpp0083572	0	0	0	0	0.918	0	0	0.226	0.934
Mys45A	CG1234	3232816	3229452	7227.FBpp0087709	7227.FBpp0081117	0	0	0	0	0.929	0	0	0.115	0.934
Mys45A	CG5589	3232816	3226341	7227.FBpp0087709	7227.FBpp0074936	0	0	0	0	0.933	0	0	0	0.933
CG5033	l(1)G0004	3233132	3227373	7227.FBpp0088519	7227.FBpp0076990	0	0	0	0	0.907	0	0	0.311	0.933
CG8545	CG11180	3232509	3231781	7227.FBpp0087045	7227.FBpp0085566	0	0	0	0	0.881	0.050	0	0.458	0.933
Mys45A	CG8545	3232816	3232509	7227.FBpp0087709	7227.FBpp0087045	0	0	0	0	0.927	0.049	0	0.114	0.933
Nop60B	Aatf	3233535	3228359	7227.FBpp0099583	7227.FBpp0078929	0	0	0	0	0.756	0.068	0	0.728	0.933
CG30349	Csl4	3232826	3228793	7227.FBpp0087731	7227.FBpp0079813	0	0	0	0	0.286	0.138	0.900	0	0.933
CG12909	CG11180	3232700	3231781	7227.FBpp0087437	7227.FBpp0085566	0	0	0	0	0.932	0	0	0	0.932
CG12325	ppan	3232662	3230664	7227.FBpp0087322	7227.FBpp0083415	0	0	0	0	0.910	0	0	0.276	0.932
CG12325	CG9143	3232662	3231810	7227.FBpp0087322	7227.FBpp0085616	0	0.017	0	0	0.921	0.164	0	0.048	0.932
CG30349	Aatf	3232826	3228359	7227.FBpp0087731	7227.FBpp0078929	0	0	0	0	0.905	0	0	0.316	0.932
CG32409	CG32344	3227244	3225102	7227.FBpp0076738	7227.FBpp0072475	0	0	0	0	0.922	0.166	0	0	0.932
CG5033	Surf6	3233132	3230594	7227.FBpp0088519	7227.FBpp0083263	0	0	0	0	0.799	0.659	0	0.095	0.932
Csl4	CG5589	3228793	3226341	7227.FBpp0079813	7227.FBpp0074936	0	0	0	0	0.344	0	0.900	0	0.931
CG8545	CG10576	3232509	3227292	7227.FBpp0087045	7227.FBpp0076827	0.047	0	0	0	0.885	0.069	0	0.408	0.931
CG5033	CG12301	3233132	3226533	7227.FBpp0088519	7227.FBpp0075317	0	0	0	0	0.930	0	0	0.052	0.931
pen	CG32344	3227340	3225102	7227.FBpp0076918	7227.FBpp0072475	0	0	0	0	0.919	0.183	0	0	0.931
CG13096	Aatf	3228528	3228359	7227.FBpp0079306	7227.FBpp0078929	0	0	0	0	0.880	0.100	0	0.417	0.931
Rtc1	Nmd3	3225685	3224020	7227.FBpp0073651	7227.FBpp0070409	0	0	0	0	0.818	0	0	0.637	0.931
NHP2	RpI1	3237470	3232310	7227.FBpp0305289	7227.FBpp0086640	0.113	0	0	0	0.920	0.047	0	0.095	0.931
Nopp140	CG32409	3237391	3227244	7227.FBpp0305034	7227.FBpp0076738	0	0	0	0	0.799	0.592	0	0.229	0.931
l(2)09851	CG5728	3231685	3230983	7227.FBpp0085379	7227.FBpp0084016	0	0	0	0	0.924	0	0	0.133	0.931
NHP2	CG8939	3237470	3225845	7227.FBpp0305289	7227.FBpp0073943	0	0	0	0	0.922	0.141	0	0.058	0.931
CG2691	CG1785	3225701	3224439	7227.FBpp0073679	7227.FBpp0071193	0	0	0	0	0.907	0.180	0	0.164	0.931
CG9799	CG8939	3230047	3225845	7227.FBpp0082231	7227.FBpp0073943	0	0	0	0	0.926	0	0	0.096	0.930
CG5589	CG1785	3226341	3224439	7227.FBpp0074936	7227.FBpp0071193	0	0	0	0	0.920	0	0	0.164	0.930
CG30349	CG9143	3232826	3231810	7227.FBpp0087731	7227.FBpp0085616	0	0	0	0	0.929	0.047	0	0	0.930
Dbp45A	Csl4	3232790	3228793	7227.FBpp0087645	7227.FBpp0079813	0	0	0	0	0.240	0.058	0.900	0.138	0.930
CG11180	CG8939	3231781	3225845	7227.FBpp0085566	7227.FBpp0073943	0	0	0	0	0.928	0.065	0	0	0.930
CG5728	pen	3230983	3227340	7227.FBpp0084016	7227.FBpp0076918	0	0	0	0	0.929	0.049	0	0	0.930
CG1234	CG5589	3229452	3226341	7227.FBpp0081117	7227.FBpp0074936	0	0	0	0	0.930	0	0	0	0.930
l(2)09851	l(1)G0004	3231685	3227373	7227.FBpp0085379	7227.FBpp0076990	0	0	0	0	0.925	0	0	0.103	0.930
CG13097	CG32344	3228527	3225102	7227.FBpp0079305	7227.FBpp0072475	0	0	0	0	0.914	0.188	0	0.065	0.929
Nopp140	CG9799	3237391	3230047	7227.FBpp0305034	7227.FBpp0082231	0	0	0	0	0.761	0.692	0	0.116	0.929
CG2691	CG32344	3225701	3225102	7227.FBpp0073679	7227.FBpp0072475	0	0	0	0	0.927	0.062	0	0.046	0.929
CG7338	CG1785	3227894	3224439	7227.FBpp0077998	7227.FBpp0071193	0	0	0	0	0.913	0.100	0	0.164	0.929
CG9143	CG9253	3231810	3229393	7227.FBpp0085616	7227.FBpp0080997	0	0	0.444	0.764	0.906	0	0	0.732	0.929
NHP2	Csl4	3237470	3228793	7227.FBpp0305289	7227.FBpp0079813	0	0	0	0	0.917	0.071	0	0.153	0.929
CG5589	Nmd3	3226341	3224020	7227.FBpp0074936	7227.FBpp0070409	0	0	0	0	0.882	0	0	0.419	0.929
l(1)G0004	CG8939	3227373	3225845	7227.FBpp0076990	7227.FBpp0073943	0	0	0	0	0.925	0	0	0.096	0.929
CG9253	Csl4	3229393	3228793	7227.FBpp0080997	7227.FBpp0079813	0	0	0	0	0.307	0.058	0.900	0	0.929
CG32344	Nmd3	3225102	3224020	7227.FBpp0072475	7227.FBpp0070409	0	0	0	0	0.913	0.051	0	0.216	0.929
CG5033	CG1785	3233132	3224439	7227.FBpp0088519	7227.FBpp0071193	0	0	0	0	0.848	0	0	0.551	0.929
RIOK2	CG13773	3231069	3228394	7227.FBpp0084191	7227.FBpp0079000	0	0	0	0	0.751	0	0	0.728	0.929
RpI1	CG7728	3232310	3226390	7227.FBpp0086640	7227.FBpp0075034	0	0	0	0	0.928	0	0	0	0.928
CG13773	CG11583	3228394	3225400	7227.FBpp0079000	7227.FBpp0073098	0	0	0	0	0.928	0	0	0	0.928
Nop60B	CG1234	3233535	3229452	7227.FBpp0099583	7227.FBpp0081117	0	0	0	0	0.887	0.389	0	0	0.928
CG8545	CG5589	3232509	3226341	7227.FBpp0087045	7227.FBpp0074936	0	0	0	0	0.924	0	0	0.094	0.928
CG1234	CG7728	3229452	3226390	7227.FBpp0081117	7227.FBpp0075034	0	0	0	0	0.928	0	0	0	0.928
CG9143	CG11417	3231810	3223926	7227.FBpp0085616	7227.FBpp0070205	0	0	0	0	0.916	0.154	0	0.070	0.928
CG7006	pen	3231013	3227340	7227.FBpp0084082	7227.FBpp0076918	0	0	0	0	0.924	0.100	0	0	0.928
l(2)09851	ppan	3231685	3230664	7227.FBpp0085379	7227.FBpp0083415	0	0	0	0	0.928	0	0	0	0.928
Mys45A	CG11180	3232816	3231781	7227.FBpp0087709	7227.FBpp0085566	0	0	0	0	0.928	0	0	0	0.928
Aatf	Rtc1	3228359	3225685	7227.FBpp0078929	7227.FBpp0073651	0	0	0	0	0.792	0.069	0	0.657	0.928
CG32344	CG11417	3225102	3223926	7227.FBpp0072475	7227.FBpp0070205	0	0	0	0	0.915	0.154	0	0.070	0.928
CG9799	CG1234	3230047	3229452	7227.FBpp0082231	7227.FBpp0081117	0	0	0	0	0.922	0	0	0.093	0.927
CG13773	nop5	3228394	3228392	7227.FBpp0079000	7227.FBpp0078997	0	0	0	0	0.921	0	0	0.114	0.927
CG32344	CG1785	3225102	3224439	7227.FBpp0072475	7227.FBpp0071193	0	0	0	0	0.925	0.065	0	0	0.927
Nnp-1	CG7728	3228921	3226390	7227.FBpp0080052	7227.FBpp0075034	0	0	0	0	0.925	0.050	0	0.047	0.927
CG12050	CG8939	3234323	3225845	7227.FBpp0113107	7227.FBpp0073943	0	0	0	0	0.923	0	0	0.096	0.927
Mys45A	CG9143	3232816	3231810	7227.FBpp0087709	7227.FBpp0085616	0	0	0	0	0.927	0	0	0	0.927
CG8545	CG12499	3232509	3230802	7227.FBpp0087045	7227.FBpp0083688	0	0	0	0	0.893	0.346	0	0	0.927
CG9143	CG2691	3231810	3225701	7227.FBpp0085616	7227.FBpp0073679	0	0	0	0	0.917	0.136	0	0.046	0.926
CG7006	CG9799	3231013	3230047	7227.FBpp0084082	7227.FBpp0082231	0	0	0	0	0.924	0	0	0.067	0.926
CG12909	l(2)09851	3232700	3231685	7227.FBpp0087437	7227.FBpp0085379	0	0	0	0	0.926	0	0	0	0.926
Nop60B	CG1785	3233535	3224439	7227.FBpp0099583	7227.FBpp0071193	0	0	0	0	0.667	0.651	0	0.416	0.926
CG12301	CG32344	3226533	3225102	7227.FBpp0075317	7227.FBpp0072475	0	0	0	0	0.910	0.187	0	0.070	0.926
nclb	CG1785	3232663	3224439	7227.FBpp0087323	7227.FBpp0071193	0	0	0	0	0.914	0	0	0.174	0.926
CG12909	CG1785	3232700	3224439	7227.FBpp0087437	7227.FBpp0071193	0	0	0	0	0.926	0	0	0	0.926
Surf6	CG11417	3230594	3223926	7227.FBpp0083263	7227.FBpp0070205	0	0	0	0	0.926	0	0	0	0.926
nclb	CG9799	3232663	3230047	7227.FBpp0087323	7227.FBpp0082231	0	0	0	0	0.920	0	0	0.115	0.926
CG12301	CG1785	3226533	3224439	7227.FBpp0075317	7227.FBpp0071193	0	0	0	0	0.915	0	0	0.165	0.926
CG9799	CG32344	3230047	3225102	7227.FBpp0082231	7227.FBpp0072475	0	0	0	0	0.918	0.138	0	0.046	0.926
nclb	RpI1	3232663	3232310	7227.FBpp0087323	7227.FBpp0086640	0	0	0	0	0.926	0	0	0	0.926
Mys45A	Nnp-1	3232816	3228921	7227.FBpp0087709	7227.FBpp0080052	0	0	0	0	0.925	0	0	0.046	0.926
RIOK2	Nmd3	3231069	3224020	7227.FBpp0084191	7227.FBpp0070409	0	0	0	0	0.493	0	0	0.860	0.926
CG32409	CG5589	3227244	3226341	7227.FBpp0076738	7227.FBpp0074936	0	0	0	0	0.923	0	0	0.062	0.925
CG13096	CG11417	3228528	3223926	7227.FBpp0079306	7227.FBpp0070205	0	0	0	0	0.907	0	0	0.225	0.925
CG12909	nop5	3232700	3228392	7227.FBpp0087437	7227.FBpp0078997	0	0	0	0	0.909	0.048	0	0.195	0.924
Dbp45A	CG13096	3232790	3228528	7227.FBpp0087645	7227.FBpp0079306	0	0	0	0	0.859	0.151	0	0.417	0.924
Nop56	Aatf	3230765	3228359	7227.FBpp0083625	7227.FBpp0078929	0	0	0	0	0.870	0.266	0	0.264	0.924
CG5728	Csl4	3230983	3228793	7227.FBpp0084016	7227.FBpp0079813	0	0	0	0	0.264	0.051	0.900	0	0.924
Nop60B	CG32344	3233535	3225102	7227.FBpp0099583	7227.FBpp0072475	0.071	0	0	0	0.801	0.613	0	0.071	0.924
RpI1	Fib	3232310	3224793	7227.FBpp0086640	7227.FBpp0071892	0	0	0	0	0.751	0.105	0	0.687	0.924
Mys45A	ppan	3232816	3230664	7227.FBpp0087709	7227.FBpp0083415	0	0	0	0	0.924	0	0	0	0.924
RpI1	CG1234	3232310	3229452	7227.FBpp0086640	7227.FBpp0081117	0	0	0	0	0.924	0	0	0	0.924
CG1542	CG2691	3231566	3225701	7227.FBpp0085119	7227.FBpp0073679	0	0	0	0	0.918	0.100	0	0	0.923
Dbp45A	CG32344	3232790	3225102	7227.FBpp0087645	7227.FBpp0072475	0	0	0.447	0.742	0.892	0	0	0.802	0.923
Nopp140	l(2)09851	3237391	3231685	7227.FBpp0305034	7227.FBpp0085379	0	0	0	0	0.910	0	0	0.181	0.923
CG10576	CG11583	3227292	3225400	7227.FBpp0076827	7227.FBpp0073098	0	0	0	0	0.903	0.069	0	0.218	0.923
Mys45A	nclb	3232816	3232663	7227.FBpp0087709	7227.FBpp0087323	0	0	0	0	0.922	0	0	0.045	0.923
CG9799	Csl4	3230047	3228793	7227.FBpp0082231	7227.FBpp0079813	0	0	0	0	0.257	0.050	0.900	0	0.923
Mys45A	Nop56	3232816	3230765	7227.FBpp0087709	7227.FBpp0083625	0	0	0	0	0.921	0.051	0	0	0.922
CG1542	CG12301	3231566	3226533	7227.FBpp0085119	7227.FBpp0075317	0	0	0	0	0.922	0	0	0	0.922
CG1785	Nmd3	3224439	3224020	7227.FBpp0071193	7227.FBpp0070409	0	0	0	0	0.785	0	0	0.655	0.922
CG9143	CG12301	3231810	3226533	7227.FBpp0085616	7227.FBpp0075317	0	0	0	0	0.905	0.187	0	0.070	0.922
RpI1	pen	3232310	3227340	7227.FBpp0086640	7227.FBpp0076918	0	0	0	0	0.922	0	0	0	0.922
CG7338	CG32409	3227894	3227244	7227.FBpp0077998	7227.FBpp0076738	0	0	0	0	0.904	0	0	0.221	0.922
CG9143	CG7338	3231810	3227894	7227.FBpp0085616	7227.FBpp0077998	0	0	0	0	0.918	0.070	0	0.045	0.921
CG1542	CG9253	3231566	3229393	7227.FBpp0085119	7227.FBpp0080997	0	0	0	0	0.904	0.195	0	0.065	0.921
Csl4	CG7728	3228793	3226390	7227.FBpp0079813	7227.FBpp0075034	0	0	0	0	0.248	0	0.900	0	0.921
CG12050	CG5033	3234323	3233132	7227.FBpp0113107	7227.FBpp0088519	0	0	0	0	0.921	0	0	0	0.921
l(2)09851	CG10576	3231685	3227292	7227.FBpp0085379	7227.FBpp0076827	0	0	0	0	0.917	0	0	0.095	0.921
CG12050	pen	3234323	3227340	7227.FBpp0113107	7227.FBpp0076918	0	0	0	0	0.921	0	0	0	0.921
CG7006	CG5728	3231013	3230983	7227.FBpp0084082	7227.FBpp0084016	0	0	0	0	0.801	0.049	0	0.617	0.921
CG8545	l(2)09851	3232509	3231685	7227.FBpp0087045	7227.FBpp0085379	0	0	0	0	0.921	0	0	0.046	0.921
l(2)09851	CG13773	3231685	3228394	7227.FBpp0085379	7227.FBpp0079000	0	0	0	0	0.921	0	0	0	0.921
ppan	CG7728	3230664	3226390	7227.FBpp0083415	7227.FBpp0075034	0	0	0	0	0.921	0	0	0	0.921
CG9143	CG10576	3231810	3227292	7227.FBpp0085616	7227.FBpp0076827	0.053	0	0	0	0.859	0.067	0	0.437	0.920
CG9143	CG9799	3231810	3230047	7227.FBpp0085616	7227.FBpp0082231	0	0	0	0	0.911	0.138	0	0	0.920
CG1234	CG12301	3229452	3226533	7227.FBpp0081117	7227.FBpp0075317	0	0	0	0	0.920	0	0	0	0.920
CG7006	CG32344	3231013	3225102	7227.FBpp0084082	7227.FBpp0072475	0	0	0	0	0.794	0.185	0	0.561	0.919
Nop56	CG32344	3230765	3225102	7227.FBpp0083625	7227.FBpp0072475	0.055	0	0	0	0.891	0.255	0	0.071	0.919
CG12909	pen	3232700	3227340	7227.FBpp0087437	7227.FBpp0076918	0	0	0	0	0.919	0	0	0	0.919
CG12499	CG9799	3230802	3230047	7227.FBpp0083688	7227.FBpp0082231	0	0	0	0	0.892	0	0	0.276	0.919
CG12050	Csl4	3234323	3228793	7227.FBpp0113107	7227.FBpp0079813	0	0	0	0	0.224	0	0.900	0	0.919
ppan	CG1234	3230664	3229452	7227.FBpp0083415	7227.FBpp0081117	0	0	0	0	0.902	0.100	0	0.163	0.919
CG7006	CG12975	3231013	3227880	7227.FBpp0084082	7227.FBpp0077965	0	0	0	0	0.908	0	0	0.159	0.919
CG5033	CG11417	3233132	3223926	7227.FBpp0088519	7227.FBpp0070205	0	0	0	0	0.918	0	0	0	0.918
Nnp-1	CG5589	3228921	3226341	7227.FBpp0080052	7227.FBpp0074936	0	0	0	0	0.917	0.050	0	0	0.918
Dbp45A	CG8545	3232790	3232509	7227.FBpp0087645	7227.FBpp0087045	0	0	0	0	0.865	0.146	0	0.345	0.918
CG12909	Nop56	3232700	3230765	7227.FBpp0087437	7227.FBpp0083625	0	0	0	0	0.917	0.049	0	0.049	0.918
CG12050	Mys45A	3234323	3232816	7227.FBpp0113107	7227.FBpp0087709	0	0	0	0	0.918	0	0	0	0.918
Csl4	CG13097	3228793	3228527	7227.FBpp0079813	7227.FBpp0079305	0	0	0	0	0.220	0	0.900	0	0.918
CG5033	CG12499	3233132	3230802	7227.FBpp0088519	7227.FBpp0083688	0	0	0	0	0.913	0.100	0	0	0.918
pit	Aatf	3230741	3228359	7227.FBpp0083572	7227.FBpp0078929	0	0	0	0	0.765	0.166	0	0.615	0.918
Mys45A	CG7006	3232816	3231013	7227.FBpp0087709	7227.FBpp0084082	0	0	0	0	0.900	0	0	0.220	0.918
Mys45A	CG9799	3232816	3230047	7227.FBpp0087709	7227.FBpp0082231	0	0	0	0	0.918	0	0	0	0.918
mod	CG7338	3231626	3227894	7227.FBpp0085233	7227.FBpp0077998	0	0	0	0	0.918	0	0	0	0.918
CG12050	l(2)09851	3234323	3231685	7227.FBpp0113107	7227.FBpp0085379	0	0	0	0	0.918	0	0	0	0.918
l(2)09851	Rtc1	3231685	3225685	7227.FBpp0085379	7227.FBpp0073651	0	0	0	0	0.917	0	0	0	0.917
Aatf	CG8939	3228359	3225845	7227.FBpp0078929	7227.FBpp0073943	0	0	0	0	0.911	0	0	0.105	0.917
pen	CG5589	3227340	3226341	7227.FBpp0076918	7227.FBpp0074936	0	0	0	0	0.904	0.165	0	0	0.917
pit	CG10576	3230741	3227292	7227.FBpp0083572	7227.FBpp0076827	0.053	0	0	0	0.908	0.067	0	0.095	0.917
Csl4	CG12301	3228793	3226533	7227.FBpp0079813	7227.FBpp0075317	0	0	0	0	0.212	0	0.900	0	0.917
Mys45A	CG12909	3232816	3232700	7227.FBpp0087709	7227.FBpp0087437	0	0	0	0	0.917	0	0	0	0.917
CG32409	CG11417	3227244	3223926	7227.FBpp0076738	7227.FBpp0070205	0	0	0	0	0.912	0.100	0	0	0.917
CG12050	CG2691	3234323	3225701	7227.FBpp0113107	7227.FBpp0073679	0	0	0	0	0.892	0	0	0.264	0.917
nclb	CG7338	3232663	3227894	7227.FBpp0087323	7227.FBpp0077998	0	0	0	0	0.917	0	0	0	0.917
CG32409	CG2691	3227244	3225701	7227.FBpp0076738	7227.FBpp0073679	0	0	0	0	0.917	0	0	0	0.917
CG12325	CG1542	3232662	3231566	7227.FBpp0087322	7227.FBpp0085119	0	0	0	0	0.890	0	0	0.279	0.917
Aatf	Nmd3	3228359	3224020	7227.FBpp0078929	7227.FBpp0070409	0	0	0	0	0.860	0	0	0.434	0.917
CG7006	Nmd3	3231013	3224020	7227.FBpp0084082	7227.FBpp0070409	0	0	0	0	0.903	0	0	0.182	0.917
CG13097	CG1785	3228527	3224439	7227.FBpp0079305	7227.FBpp0071193	0	0	0	0	0.891	0.145	0	0.169	0.916
Nop60B	srl	3233535	3228180	7227.FBpp0099583	7227.FBpp0078586	0	0	0	0	0.916	0	0	0	0.916
CG12050	nclb	3234323	3232663	7227.FBpp0113107	7227.FBpp0087323	0	0	0	0	0.882	0.276	0	0.094	0.916
NHP2	CG2691	3237470	3225701	7227.FBpp0305289	7227.FBpp0073679	0	0	0	0	0.914	0	0	0.061	0.916
CG5114	nop5	3236629	3228392	7227.FBpp0301081	7227.FBpp0078997	0	0	0	0	0.915	0	0	0.048	0.916
CG12325	CG1785	3232662	3224439	7227.FBpp0087322	7227.FBpp0071193	0	0	0	0	0.903	0	0	0.163	0.915
CG1785	CG11417	3224439	3223926	7227.FBpp0071193	7227.FBpp0070205	0	0	0	0	0.906	0.100	0	0.075	0.915
CG12050	CG8545	3234323	3232509	7227.FBpp0113107	7227.FBpp0087045	0	0	0	0	0.915	0	0	0	0.915
NHP2	mod	3237470	3231626	7227.FBpp0305289	7227.FBpp0085233	0	0	0	0	0.913	0	0	0.072	0.915
CG9143	l(2)09851	3231810	3231685	7227.FBpp0085616	7227.FBpp0085379	0	0	0	0	0.905	0.150	0	0	0.915
NHP2	CG5114	3237470	3236629	7227.FBpp0305289	7227.FBpp0301081	0	0	0	0	0.915	0	0	0	0.915
CG12325	pen	3232662	3227340	7227.FBpp0087322	7227.FBpp0076918	0	0	0	0	0.915	0	0	0	0.915
RpI1	CG9143	3232310	3231810	7227.FBpp0086640	7227.FBpp0085616	0.042	0	0	0	0.900	0.150	0	0.069	0.914
Aatf	CG32344	3228359	3225102	7227.FBpp0078929	7227.FBpp0072475	0	0	0	0	0.900	0.166	0	0.047	0.914
